Unique ID,Date of injury resulting in death (month/day/year),City,State,Zip Code,County,Latitude,Longitude,Agency responsible for death,Cause of death,Intentional Use of Force (Developing),Date (Year)
13295,08/22/2013,Buckley,WA,98321.0,PIERCE,47.16318649999999,-122.0315985,Pierce County Sheriff's Office,Gunshot,"Intentional Use of Force, Deadly",2013.0
13297,08/22/2013,Spokane,WA,99207.0,SPOKANE,47.6746132,-117.4075302,Spokane Police Department,Gunshot,"Intentional Use of Force, Deadly",2013.0
13299,08/22/2013,Desert Hot Springs,CA,92240.0,RIVERSIDE,33.9505074,-116.5046705,Desert Hot Springs Police Department,Gunshot,"Intentional Use of Force, Deadly",2013.0
13298,08/22/2013,Perris,CA,92571.0,RIVERSIDE,33.8446167,-117.2305016,Riverside County Sheriff's Department,Beaten/Bludgeoned with instrument,Yes,2013.0
13301,08/23/2013,Hillside,NJ,7205.0,UNION,40.3960108,-79.431753,Union Township Police Department,Vehicle,Vehicle/Pursuit,2013.0
13302,08/23/2013,Brooklyn Center,MN,55430.0,HENNEPIN,45.0741434,-93.3055924,Brooklyn Center Police Department,Gunshot,"Intentional Use of Force, Deadly",2013.0
13300,08/23/2013,Fresno,CA,93704.0,FRESNO,36.7743416,-119.7931961,Fresno Police Department,Vehicle,Vehicle/Pursuit,2013.0
13303,08/23/2013,Fort Morgan,CO,80701.0,MORGAN,40.2567724,-103.7988535,Fort Morgan Police Department,Tasered,Yes,2013.0
13304,08/23/2013,Phoenix,AZ,85041.0,MARICOPA,33.3777504,-112.0732673,Mesa Police Department,Gunshot,"Intentional Use of Force, Deadly",2013.0
13305,08/23/2013,Phoenix,AZ,85032.0,MARICOPA,33.6250529,-112.0133557,Mesa Police Department,Gunshot,"Intentional Use of Force, Deadly",2013.0
13306,08/23/2013,Danvers,MA,1923.0,ESSEX,42.5805872,-70.9751758,Danvers Police Department,Gunshot,"Intentional Use of Force, Deadly",2013.0
13308,08/24/2013,Far Rockaway,NY,11691.0,QUEENS,40.5939648,-73.7727966,City of New York Police Department,Vehicle,Vehicle/Pursuit,2013.0
13309,08/24/2013,Far Rockaway,NY,11691.0,QUEENS,40.5939648,-73.7727966,City of New York Police Department,Vehicle,Vehicle/Pursuit,2013.0
13307,08/24/2013,Blue Springs,NE,68318.0,GAGE,40.1757337,-96.7278608,"Beatrice Police Department, Gage County Sheriff's Office",Vehicle,Vehicle/Pursuit,2013.0
13310,08/24/2013,Center,TX,75935.0,SHELBY,31.7390383,-94.2473589,Shelby County Sheriff's Office,Vehicle,Vehicle/Pursuit,2013.0
13311,08/24/2013,Lubbock,TX,79412.0,LUBBOCK,33.5599236,-101.8619408,Lubbock Police Department,Asphyxiated/Restrained,Yes,2013.0
13312,08/24/2013,Simi Valley,CA,93065.0,VENTURA,34.2500508,-118.7669784,Simi Valley Police Department,Gunshot,"Intentional Use of Force, Deadly",2013.0
13313,08/24/2013,San Marcos,CA,92069.0,SAN DIEGO,33.1468145,-117.1639855,San Diego County Sheriff's Office,Gunshot,"Intentional Use of Force, Deadly",2013.0
13314,08/25/2013,Santa Ana,CA,92705.0,ORANGE,33.706154,-117.8537806,Santa Ana Police Department,Asphyxiated/Restrained,Yes,2013.0
13316,08/25/2013,Grovetown,GA,30813.0,COLUMBIA,33.5079143,-82.2388844,Columbia County Sheriff's Office,Gunshot,"Intentional Use of Force, Deadly",2013.0
13315,08/25/2013,Imperial,NE,69033.0,CHASE,40.3642022,-101.6841785,"Nebraska State Patrol, Imperial Police Department, Chase County Sheriff's Office",Gunshot,Suicide,2013.0
13317,08/25/2013,Coeur d'Alene,ID,83814.0,KOOTENAI,47.669831,-116.765052,Coeur d'Alene Police Department,Gunshot,"Intentional Use of Force, Deadly",2013.0
13318,08/26/2013,Molunkus,ME,4459.0,AROOSTOOK,45.702765,-68.365246,Penobscot County Sheriff's Office,Vehicle,Vehicle/Pursuit,2013.0
13319,08/26/2013,Southfield,MI,48033.0,OAKLAND,42.4586421,-83.2659044,Detroit Police Department,Gunshot,"Intenional Use of Force, Deadly",2013.0
13320,08/27/2013,Antioch,CA,94531.0,CONTRA COSTA,37.987003,-121.780357,Antioch Police Department,Gunshot,"Intentional Use of Force, Deadly",2013.0
13323,08/28/2013,Quapaw,OK,74363.0,OTTAWA,36.9666131,-94.7708492,Quapaw Police Department,Vehicle,Vehicle/Pursuit,2013.0
13327,08/28/2013,Fort Lauderdale,FL,33311.0,BROWARD,26.166164,-80.1622293,Broward County Sheriff's Office,Gunshot,"Intentional Use of Force, Deadly",2013.0
13326,08/28/2013,Catonsville,MD,21228.0,BALTIMORE,39.2820779,-76.7423555,Baltimore County Police Department,Gunshot,"Intentional Use of Force, Deadly",2013.0
13321,08/28/2013,Olathe,KS,66061.0,JOHNSON,38.9128799,-94.7723607,Olathe Police Department,Gunshot,Suicide,2013.0
13322,08/28/2013,Palo Cedro,CA,96073.0,SHASTA,40.546954,-122.2459683,Shasta County Sheriff's Office,Vehicle,Vehicle/Pursuit,2013.0
13324,08/28/2013,Compton,CA,90222.0,LOS ANGELES,33.9088625,-118.2343391,Los Angeles County Sheriff's Department,Gunshot,"Intentional Use of Force, Deadly",2013.0
13325,08/28/2013,Los Angeles,CA,90006.0,LOS ANGELES,34.0472381,-118.2986769,Los Angeles Police Department,Gunshot,"Intentional Use of Force, Deadly",2013.0
13329,08/29/2013,Fort Worth,TX,76116.0,TARRANT,32.738831,-97.42125,Tarrant County Constable Pct. 7,Gunshot,"Intentional Use of Force, Deadly",2013.0
13328,08/29/2013,Buford,GA,30518.0,GWINNETT,34.1541339,-84.0381277,Gwinnett County Police Department,Gunshot,"Intentional Use of Force, Deadly",2013.0
13330,08/29/2013,The Dalles,OR,97058.0,SHERMAN,45.599689,-121.168233,Oregon State Police,Gunshot,"Intentional Use of Force, Deadly",2013.0
13331,08/29/2013,Springfield,VA,22153.0,FAIRFAX,38.7419178,-77.2274525,Fairfax County Police Department,Gunshot,"Intentional Use of Force, Deadly",2013.0
13332,08/29/2013,Cleveland,OH,44106.0,CUYAHOGA,41.517408,-81.616617,Geneva-on-the-Lake Police Department,Gunshot,"Intenional Use of Force, Deadly",2013.0
13334,08/30/2013,Leesburg,FL,34748.0,LAKE,28.8214645,-81.9163945,Lake County Sheriff's Office,Vehicle,Vehicle/Pursuit,2013.0
13336,08/30/2013,Thornton,CO,80229.0,ADAMS,39.8712579,-104.951385,Thornton Police Department,Gunshot,"Intentional Use of Force, Deadly",2013.0
13333,08/30/2013,Cortez,CO,81321.0,MONTEZUMA,37.3009257,-108.6173475,Colorado State Patrol,Vehicle,Vehicle/Pursuit,2013.0
13335,08/30/2013,Sisters,OR,97759.0,DESCHUTES,44.2562693,-121.4961134,Oregon State Police,Gunshot,"Intentional Use of Force, Deadly",2013.0
24246,08/31/2013,Saratoga Springs,NY,12866.0,SARATOGA,43.081972,-73.7850925,Saratoga Springs Police Department,Beaten/Bludgeoned with instrument,Yes,2013.0
13339,08/31/2013,Fayetteville,TN,37334.0,LINCOLN,35.1496131,-86.5710104,Fayetteville Police Department,Vehicle,Vehicle/Pursuit,2013.0
13341,08/31/2013,San Antonio,TX,78216.0,BEXAR,29.5866446,-98.6298706,Bexar County Sheriff's Office,Gunshot,"Intentional Use of Force, Deadly",2013.0
13342,08/31/2013,Union City,CA,94587.0,ALAMEDA,37.5946825,-122.0519072,Union City Police Department,Gunshot,"Intentional Use of Force, Deadly",2013.0
13337,08/31/2013,Latta,SC,29565.0,DILLON,34.3482866,-79.470484,South Carolina Highway Patrol,Vehicle,Vehicle/Pursuit,2013.0
13338,08/31/2013,Latta,SC,29565.0,DILLON,34.3482866,-79.470484,South Carolina Highway Patrol,Vehicle,Vehicle/Pursuit,2013.0
13340,08/31/2013,Chicago,IL,60637.0,COOK,41.7837162,-87.6064057,Chicago Police Department,Gunshot,"Intenional Use of Force, Deadly",2013.0
13343,09/01/2013,Houston,TX,77036.0,HARRIS,29.6810478,-95.552863,Houston Police Department,Gunshot,"Intentional Use of Force, Deadly",2013.0
13345,09/01/2013,Santa Barbara,CA,93101.0,SANTA BARBARA,34.4221719,-119.7079981,Santa Barbara Police Department,Gunshot,"Intentional Use of Force, Deadly",2013.0
13347,09/01/2013,Elkhart,IN,46516.0,ELKHART,41.6685083,-85.970275,Elkhart Police Department,Gunshot,"Intentional Use of Force, Deadly",2013.0
13348,09/01/2013,Anderson,SC,29621.0,ANDERSON,34.504788,-82.607637,Anderson Police Department,Gunshot,"Intentional Use of Force, Deadly",2013.0
13346,09/01/2013,Tulsa,OK,74112.0,TULSA,36.1595718,-95.9050408,Oklahoma Highway Patrol,Gunshot,"Intentional Use of Force, Deadly",2013.0
13353,09/02/2013,St. Thomas,PA,17252.0,FRANKLIN,39.9119889,-77.7920939,Pennsylvania State Police,Gunshot,"Intentional Use of Force, Deadly",2013.0
13354,09/02/2013,St. Petersburg,FL,33713.0,PINELLAS,27.7815788,-82.6930402,St. Petersburg Police Department,Gunshot,"Intentional Use of Force, Deadly",2013.0
13355,09/02/2013,New Britain,CT,6053.0,HARTFORD,41.6733347,-72.7888831,New Britain Police Department,Tasered,Yes,2013.0
13349,09/02/2013,San Jose,CA,95110.0,SANTA CLARA,37.3669389,-121.9136731,California Highway Patrol,Vehicle,Vehicle/Pursuit,2013.0
13350,09/02/2013,San Jose,CA,95110.0,SANTA CLARA,37.3669389,-121.9136731,California Highway Patrol,Vehicle,Vehicle/Pursuit,2013.0
13351,09/02/2013,Los Banos,CA,93635.0,MERCED,37.0813559,-120.8461411,Los Banos Police Department,Gunshot,"Intentional Use of Force, Deadly",2013.0
13352,09/02/2013,Gray,KY,40734.0,KNOX,36.9488812,-83.9801077,Knox County Sheriff's Office,Gunshot,"Intentional Use of Force, Deadly",2013.0
13356,09/02/2013,Pinecrest,FL,33156.0,MIAMI DADE,25.6485972,-80.2879911,Pinecrest Police Department,Tasered,Yes,2013.0
13357,09/03/2013,Tupelo,MS,38801.0,LEE,34.1824876,-88.7283922,Verona Police Department,Gunshot,"Intentional Use of Force, Deadly",2013.0
13358,09/03/2013,Braddock,PA,15104.0,ALLEGHENY,40.3992782,-79.8405767,East Pittsburgh Police Department,Medical emergency,Yes,2013.0
13360,09/04/2013,Fort Payne,AL,35967.0,DE KALB,34.402371,-85.639223,Fort Payne Police Department,Vehicle,Vehicle/Pursuit,2013.0
13361,09/04/2013,Sunnyvale,CA,94085.0,SANTA CLARA,37.3954558,-122.0279457,"Santa Clara Police Department, Santa Clara County Sheriff's Office",Gunshot,"Intentional Use of Force, Deadly",2013.0
13362,09/04/2013,Baltimore,MD,21231.0,BALTIMORE CITY,39.2890555,-76.5982288,Baltimore Police Department,Gunshot,"Intentional Use of Force, Deadly",2013.0
13367,09/05/2013,Lynn,MA,1905.0,ESSEX,42.4681369,-70.9873302,Lynn Police Department,Gunshot,"Intentional Use of Force, Deadly",2013.0
13364,09/05/2013,Houston,TX,77078.0,HARRIS,29.8542784,-95.2587235,Harris County Sheriff's Office,Gunshot,"Intentional Use of Force, Deadly",2013.0
13363,09/05/2013,North English,IA,52316.0,IOWA,41.5122301,-92.0754582,Iowa County Sheriff's Office,Vehicle,Vehicle/Pursuit,2013.0
13365,09/05/2013,Mobile,AL,36693.0,MOBILE,30.63156,-88.134549,Mobile Police Department,Gunshot,"Intentional Use of Force, Deadly",2013.0
13366,09/05/2013,Atlanta,GA,30337.0,FULTON,33.6307754,-84.4841038,Fulton County Police Department,Gunshot,"Intentional Use of Force, Deadly",2013.0
13370,09/06/2013,Tampa,FL,33610.0,HILLSBOROUGH,28.005487,-82.3564757,Hillsborough County Sheriff's Office,Gunshot,"Intentional Use of Force, Deadly",2013.0
13373,09/06/2013,Dallas,TX,75217.0,DALLAS,32.7201995,-96.6825314,Dallas Police Department,Gunshot,Suicide,2013.0
13368,09/06/2013,Window Rock,AZ,86511.0,APACHE,35.662064,-109.0646763,Navajo Nation Police,Gunshot,"Intentional Use of Force, Deadly",2013.0
13369,09/06/2013,New Orleans,LA,70119.0,ORLEANS,29.9837132,-90.1049892,New Orleans Police Department,Vehicle,Vehicle/Pursuit,2013.0
13371,09/06/2013,Mobile,AL,36695.0,MOBILE,30.675262,-88.231017,Mobile Police Department,Gunshot,"Intentional Use of Force, Deadly",2013.0
13372,09/06/2013,Port Hueneme,CA,93041.0,VENTURA,34.1426266,-119.1937008,Port Hueneme Police Department,Gunshot,"Intentional Use of Force, Deadly",2013.0
13376,09/07/2013,St Petersburg,FL,33713.0,PINELLAS,27.8021715,-82.6874773,St. Petersburg Police Department,Gunshot,"Intentional Use of Force, Deadly",2013.0
13378,09/07/2013,Pine Bluff,AR,71603.0,JEFFERSON,34.2134006,-92.0166252,Pine Bluff Police Department,Gunshot,"Intentional Use of Force, Deadly",2013.0
13375,09/07/2013,Jasper,TN,37347.0,MARION,35.04624,-85.546265,Marion County Sheriff's Office,Gunshot,"Intentional Use of Force, Deadly",2013.0
13379,09/07/2013,Chicago,IL,60612.0,COOK,41.8800824,-87.6717004,Chicago Police Department,Gunshot,"Intentional Use of Force, Deadly",2013.0
13374,09/07/2013,Ventura,CA,93001.0,VENTURA,34.3277011,-119.2909043,Ventura County Sheriff's Office,Gunshot,"Intentional Use of Force, Deadly",2013.0
13377,09/07/2013,Phoenix,AZ,85006.0,MARICOPA,33.4558085,-112.0606806,Phoenix Police Department,Gunshot,"Intentional Use of Force, Deadly",2013.0
13382,09/08/2013,Pittsburgh,PA,15224.0,ALLEGHENY,40.4648989,-79.9504469,Pittsburgh Bureau of Police,Gunshot,"Intentional Use of Force, Deadly",2013.0
13381,09/08/2013,Cleveland,AL,35049.0,BLOUNT,33.9553053,-86.5871821,Alabama Department of Public Safety,Vehicle,Vehicle/Pursuit,2013.0
13386,09/09/2013,Houston,TX,77019.0,HARRIS,29.7612102,-95.3858151,Houston Police Department,Gunshot,"Intentional Use of Force, Deadly",2013.0
13383,09/09/2013,Ashland,MO,65010.0,BOONE,38.797732,-92.198404,Boone County Sheriff's Office,Gunshot,Suicide,2013.0
13384,09/09/2013,Quincy,IL,62301.0,ADAMS,39.931816,-91.387084,Quincy Police Department,Vehicle,Vehicle/Pursuit,2013.0
13385,09/09/2013,Newville,PA,17241.0,CUMBERLAND,40.210217,-77.470698,Pennsylvania State Police,Gunshot,"Intentional Use of Force, Deadly",2013.0
13387,09/09/2013,Mabank,TX,75156.0,HENDERSON,32.2519642,-96.0700236,Henderson County Sheriff's Office,Gunshot,"Intentional Use of Force, Deadly",2013.0
13388,09/09/2013,Minneapolis,MN,55414.0,HENNEPIN,44.9877593,-93.2540735,Minnesota State Patrol,Vehicle,Vehicle/Pursuit,2013.0
13390,09/10/2013,Los Angeles,CA,90063.0,LOS ANGELES,34.052725,-118.1776025,Los Angeles County Sheriff's Department,Gunshot,"Intentional Use of Force, Deadly",2013.0
13391,09/10/2013,Annapolis,MD,21401.0,ANNE ARUNDEL,38.9694901,-76.5290616,Annapolis Police Department,Gunshot,"Intentional Use of Force, Deadly",2013.0
13389,09/10/2013,Marion,IA,52302.0,LINN,42.04404,-91.596638,Marion Police Department,Vehicle,Vehicle/Pursuit,2013.0
13392,09/11/2013,Summerville,SC,29483.0,DORCHESTER,32.962767,-80.1965869,Berkeley County Sheriff's Office,Vehicle,Vehicle/Pursuit,2013.0
13393,09/11/2013,Summerville,SC,29483.0,DORCHESTER,32.962767,-80.1965869,Berkeley County Sheriff's Office,Vehicle,Vehicle/Pursuit,2013.0
13397,09/12/2013,Tempe,AZ,85281.0,MARICOPA,33.4219437,-111.9400636,Tempe Police Department,Gunshot,"Intentional Use of Force, Deadly",2013.0
13395,09/12/2013,Kansas City,MO,64119.0,CLAY,39.1899075,-94.5191641,Kansas City Police Department,Gunshot,Suicide,2013.0
13394,09/12/2013,Sacramento,CA,95820.0,SACRAMENTO,38.5273403,-121.4728198,Sacramento Police Department,Undetermined,Undetermined,2013.0
13396,09/12/2013,Menifee,CA,92586.0,RIVERSIDE,33.7205748,-117.1979885,Riverside County Sheriff's Department,Gunshot,"Intentional Use of Force, Deadly",2013.0
13398,09/13/2013,Fresno,CA,93727.0,FRESNO,36.7340165,-119.7263884,Fresno Police Department,Gunshot,Suicide,2013.0
13400,09/13/2013,Riverside,CA,92507.0,RIVERSIDE,33.9736322,-117.3596496,Riverside Police Department,Gunshot,"Intentional Use of Force, Deadly",2013.0
13399,09/13/2013,San Antonio,TX,78251.0,BEXAR,29.4665832,-98.6470559,San Antonio Police Department,Vehicle,Vehicle/Pursuit,2013.0
13401,09/14/2013,Virginia Beach,VA,23464.0,VIRGINIA BEACH,36.7952515,-76.1642499,Portsmouth Police Department,Gunshot,"Intentional Use of Force, Deadly",2013.0
13406,09/14/2013,Charlotte,NC,28215.0,MECKLENBURG,35.2539223,-80.6481837,Charlotte-Mecklenburg Police Department,Gunshot,"Intentional Use of Force, Deadly",2013.0
13402,09/14/2013,Phoenix,AZ,85053.0,MARICOPA,33.627365,-112.13629,Phoenix Police Department,Gunshot,"Intentional Use of Force, Deadly",2013.0
13403,09/14/2013,Avondale,AZ,85323.0,MARICOPA,33.4339542,-112.3463987,Avondale Police Department,Gunshot,"Intentional Use of Force, Deadly",2013.0
13404,09/14/2013,Savannah,GA,31406.0,CHATHAM,31.9927285,-81.1030394,Savannah-Chatham Metropolitan Police Department,Gunshot,"Intentional Use of Force, Deadly",2013.0
13405,09/14/2013,Philadelphia,PA,19136.0,PHILADELPHIA,40.0370452,-75.0113145,Philadelphia Police Department,Vehicle,Vehicle/Pursuit,2013.0
13408,09/16/2013,Bakersfield,CA,93309.0,KERN,35.3600491,-119.0593759,Bakersfield Police Department,Gunshot,"Intentional Use of Force, Deadly",2013.0
13409,09/16/2013,Columbia,SC,29223.0,RICHLAND,34.0582508,-80.9295393,Richland County Sheriff's Office,Gunshot,"Intentional Use of Force, Deadly",2013.0
13410,09/16/2013,Washington,DC,20374.0,DISTRICT OF COLUMBIA,38.8746083,-76.9920928,Washington Metropolitan Police Department,Gunshot,"Intentional Use of Force, Deadly",2013.0
13411,09/16/2013,Bakersfield,CA,93309.0,KERN,35.3600491,-119.0593759,Bakersfield Police Department,Gunshot,"Intentional Use of Force, Deadly",2013.0
13407,09/16/2013,Miami,FL,33187.0,MIAMI DADE,25.6020733,-80.4807278,Miami-Dade Police Department,Vehicle,Vehicle/Pursuit,2013.0
13413,09/17/2013,Bellevue,OH,44811.0,SANDUSKY,41.2736103,-82.8380425,Ohio State Highway Patrol,Vehicle,Vehicle/Pursuit,2013.0
13416,09/17/2013,Durham,NC,27701.0,DURHAM,35.996654,-78.901784,Durham Police Department,Gunshot,"Intentional Use of Force, Deadly",2013.0
13414,09/17/2013,Era,TX,76238.0,COOKE,33.4948471,-97.2848106,Texas Department of Public Safety,Gunshot,Suicide,2013.0
13412,09/17/2013,Merrill,WI,54452.0,LINCOLN,45.1632821,-89.6413745,Wisconsin Department of Justice,Vehicle,Vehicle/Pursuit,2013.0
13415,09/17/2013,Judsonia,AR,72081.0,WHITE,35.2891551,-91.6238704,Arkansas State Police,Gunshot,"Intentional Use of Force, Deadly",2013.0
13421,09/18/2013,Houston,TX,77037.0,HARRIS,29.8991261,-95.3992949,Harris County Sheriff's Office,Gunshot,"Intentional Use of Force, Deadly",2013.0
13418,09/18/2013,Chino Hills,CA,91709.0,SAN BERNARDINO,34.0141463,-117.7424536,San Bernardino County Sheriff's Office,Vehicle,Vehicle/Pursuit,2013.0
13419,09/18/2013,Los Angeles,CA,90016.0,LOS ANGELES,34.0324801,-118.3626619,Los Angeles Police Department,Gunshot,"Intentional Use of Force, Deadly",2013.0
13420,09/18/2013,Los Angeles,CA,90016.0,LOS ANGELES,34.032214,-118.360716,Los Angeles Police Department,Gunshot,"Intentional Use of Force, Deadly",2013.0
13422,09/18/2013,Southwest Ranches,FL,33332.0,BROWARD,26.059691,-80.4336318,Broward County Sheriff's Office,Vehicle,Vehicle/Pursuit,2013.0
13423,09/18/2013,Winter Garden,FL,34787.0,ORANGE,28.5632671,-81.5926075,Winter Garden Police Department,Gunshot,"Intentional Use of Force, Deadly",2013.0
13424,09/19/2013,Decatur,MS,39327.0,NEWTON,32.4446343,-89.0976462,,Vehicle,Vehicle/Pursuit,2013.0
13425,09/19/2013,Decatur,MS,39327.0,NEWTON,32.4446343,-89.0976462,,Vehicle,Vehicle/Pursuit,2013.0
13426,09/20/2013,Ivanhoe,CA,93235.0,TULARE,36.3910763,-119.2167334,Tulare County Sheriff's Office,Gunshot,"Intentional Use of Force, Deadly",2013.0
13427,09/20/2013,Indianapolis,IN,46254.0,MARION,39.8376127,-86.2786075,Indianapolis Metropolitan Police Department,Gunshot,"Intentional Use of Force, Deadly",2013.0
19090,09/21/2013,Guthrie,OK,73044.0,LOGAN,35.8788643,-97.3940386,Logan County Sheriff's Office,Vehicle,Vehicle/Pursuit,2013.0
13433,09/21/2013,Tulsa,OK,74107.0,TULSA,36.077902,-96.0291859,Oklahoma Highway Patrol,Gunshot,"Intentional Use of Force, Deadly",2013.0
13431,09/21/2013,Denver,CO,80220.0,DENVER,39.740484,-104.914553,Denver Police Department,Gunshot,"Intentional Use of Force, Deadly",2013.0
13428,09/21/2013,Eagle,ID,83616.0,GEM,43.8400297,-116.2766335,Boise County Sheriff's Office,Vehicle,Vehicle/Pursuit,2013.0
13429,09/21/2013,Fairfax,VA,22030.0,FAIRFAX,38.855951,-77.3329447,Fairfax County Police Department,Vehicle,Vehicle/Pursuit,2013.0
13430,09/21/2013,Houston,TX,77074.0,HARRIS,29.6930168,-95.5223629,Houston Police Department,Tasered,Yes,2013.0
13432,09/21/2013,Culver City,CA,90232.0,LOS ANGELES,34.0207705,-118.3951055,Culver City Police Department,Gunshot,"Intentional Use of Force, Deadly",2013.0
13436,09/22/2013,Plymouth,MA,2360.0,PLYMOUTH,41.911294,-70.7092928,Massachusetts State Police,Vehicle,Vehicle/Pursuit,2013.0
13437,09/22/2013,Plymouth,MA,2360.0,PLYMOUTH,41.9114443,-70.7092083,Massachusetts State Police,Vehicle,Vehicle/Pursuit,2013.0
13435,09/22/2013,Northwood,IA,50459.0,WORTH,43.4472227,-93.2262938,Worth County Sheriff's Office,Medical emergency,Yes,2013.0
13438,09/22/2013,Chico,CA,95928.0,BUTTE,39.738412,-121.8175199,Chico Police Department,Gunshot,"Intentional Use of Force, Deadly",2013.0
13439,09/23/2013,Oakland,CA,94605.0,ALAMEDA,37.7680635,-122.1795823,Oakland Police Department,Vehicle,Vehicle/Pursuit,2013.0
13443,09/23/2013,East Bridgewater,MA,2333.0,BARNSTABLE,42.060952,-70.97492,"Brockton Police Department, Massachusetts State Police",Gunshot,"Intentional Use of Force, Deadly",2013.0
13440,09/23/2013,Augusta,GA,30906.0,RICHMOND,33.3993534,-82.04889,Richmond County Sheriff's Office,Vehicle,Vehicle/Pursuit,2013.0
13441,09/23/2013,St. Petersburg,FL,33701.0,PINELLAS,27.7711962,-82.6384865,St. Petersburg Police Department,Gunshot,"Intentional Use of Force, Deadly",2013.0
13442,09/23/2013,St. Louis,MO,63110.0,ST LOUIS CITY,38.6416424,-90.2920901,St. Charles County Sheriff's Office,Gunshot,"Intentional Use of Force, Deadly",2013.0
13450,09/24/2013,Baltimore,MD,21212.0,BALTIMORE,39.3649981,-76.6099215,Baltimore Police Department,Vehicle,Vehicle/Pursuit,2013.0
13451,09/24/2013,Baltimore,MD,21212.0,BALTIMORE,39.3649981,-76.6099215,Baltimore Police Department,Vehicle,Vehicle/Pursuit,2013.0
13452,09/24/2013,Baltimore,MD,21212.0,BALTIMORE,39.3649981,-76.6099215,Baltimore Police Department,Vehicle,Vehicle/Pursuit,2013.0
13448,09/24/2013,Chicago,IL,60619.0,COOK,41.7441543,-87.5880755,Chicago Police Department,Vehicle,Vehicle/Pursuit,2013.0
13454,09/24/2013,Laguna Niguel,CA,92677.0,ORANGE,33.5229163,-117.6895582,Orange County Sheriff's Department,Gunshot,"Intentional Use of Force, Deadly",2013.0
13444,09/24/2013,Parkersburg,WV,26101.0,WOOD,39.2329673,-81.5706109,Wood County Sheriff's Office,Gunshot,Suicide,2013.0
13449,09/24/2013,San Tan Valley,AZ,85140.0,PINAL,33.2544202,-111.5349059,Pinal County Sheriff's Office,Gunshot,Suicide,2013.0
13445,09/24/2013,Middletown,OH,45044.0,BUTLER,39.5054776,-84.3833308,Clearcreek Township Police Department,Vehicle,Vehicle/Pursuit,2013.0
13446,09/24/2013,Anderson,SC,29625.0,ANDERSON,34.5208761,-82.6927581,South Carolina Highway Patrol,Vehicle,Vehicle/Pursuit,2013.0
13447,09/24/2013,Atlanta,GA,30354.0,FULTON,33.677246,-84.3934094,Atlanta Police Department,Vehicle,Vehicle/Pursuit,2013.0
13453,09/24/2013,Plainfield,IN,46168.0,HENDRICKS,39.7019579,-86.4148876,Plainfield Police Department,Gunshot,"Intentional Use of Force, Deadly",2013.0
13455,09/24/2013,Durham,NC,27707.0,DURHAM,35.9747369,-78.8981013,North Carolina Central University Police Department,Gunshot,"Intentional Use of Force, Deadly",2013.0
13457,09/25/2013,Houston,TX,77093.0,HARRIS,29.882648,-95.362034,Houston Police Department,Gunshot,"Intentional Use of Force, Deadly",2013.0
13461,09/25/2013,Port Orange,FL,32127.0,VOLUSIA,29.1062641,-81.0278869,Port Orange Police Department,Gunshot,"Intentional Use of Force, Deadly",2013.0
22151,09/25/2013,Magnolia,NJ,8049.0,CAMDEN,39.8526259,-75.0275943,Magnolia Police Department,Gunshot,"Intentional Use of Force, Deadly",2013.0
13460,09/25/2013,Waelder,TX,78959.0,GONZALES,29.734419,-97.300997,Gonzales County Sheriff's Office,Gunshot,"Intentional Use of Force, Deadly",2013.0
22150,09/25/2013,Magnolia,NJ,8049.0,CAMDEN,39.8526259,-75.0275943,Magnolia Police Department,Gunshot,Suicide,2013.0
13456,09/25/2013,Orlando,FL,32809.0,ORANGE,28.4554105,-81.3988347,Florida Highway Patrol,Vehicle,Vehicle/Pursuit,2013.0
13458,09/25/2013,Houston,TX,77093.0,HARRIS,29.8828336,-95.363188,Houston Police Department,Gunshot,"Intentional Use of Force, Deadly",2013.0
13459,09/25/2013,Carson,CA,90746.0,LOS ANGELES,33.8503633,-118.2453744,Los Angeles Police Department,Gunshot,"Intentional Use of Force, Deadly",2013.0
13464,09/26/2013,Dallas,TX,75228.0,DALLAS,32.8376653,-96.655956,Dallas Police Department,Gunshot,"Intentional Use of Force, Deadly",2013.0
13463,09/26/2013,Houston,TX,77045.0,HARRIS,30.1145677,-95.6355852,Houston Police Department,Gunshot,Suicide,2013.0
20071,09/26/2013,Pittsburgh,PA,15214.0,ALLEGHENY,40.4981475,-79.9983637,Ross Police Department,Gunshot,Suicide,2013.0
13462,09/26/2013,Westfield,MA,1085.0,HAMPDEN,42.088007,-72.7389413,"Southwick Police Department, Westfield Police Department",Vehicle,Vehicle/Pursuit,2013.0
13465,09/26/2013,Long Beach,CA,90804.0,LOS ANGELES,33.7880466,-118.1633163,Long Beach Police Department,Gunshot,"Intentional Use of Force, Deadly",2013.0
13466,09/26/2013,Citronelle,AL,36522.0,MOBILE,31.0888023,-88.2014284,Mobile County Sheriff's Office,Gunshot,"Intentional Use of Force, Deadly",2013.0
13469,09/27/2013,Big Spring,TX,79720.0,HOWARD,32.1610836,-101.4515442,Howard County Sheriff's Office,Gunshot,"Intentional Use of Force, Deadly",2013.0
20072,09/27/2013,Uniontown,PA,15401.0,FAYETTE,39.9143269,-79.7067341,Pennsylvania State Police,Gunshot,Suicide,2013.0
20073,09/27/2013,Washington,PA,15301.0,WASHINGTON,40.2074755,-80.205254,South Strabane Township Police Department,Gunshot,Suicide,2013.0
13467,09/27/2013,San Diego,CA,92113.0,SAN DIEGO,32.6992213,-117.14375,San Diego Police Department,Vehicle,Vehicle/Pursuit,2013.0
